time,x,y,yaw,speed,speed_error,cross_track_error,yaw_rate,thrust_L,thrust_R,steer_L,steer_R,min_cost
153.2840,54.2917,60.4471,-2.4182,1.2911,0.0089,1.3833,0.0777,-120.8553,656.3510,-0.1873,0.1594,1166.8601
153.3840,54.2001,60.3565,-2.4109,1.2908,0.0092,1.2941,0.0820,-111.9965,649.4523,-0.1876,0.1595,1028.3044
153.4720,54.1094,60.2654,-2.4035,1.2903,0.0097,1.1659,0.0815,-112.6103,652.5354,-0.1879,0.1586,804.2307
153.5680,54.0197,60.1739,-2.3962,1.2893,0.0107,1.0382,0.0428,-106.5556,656.2084,-0.1884,0.1584,645.1011
153.6720,53.9312,60.0822,-2.3890,1.2879,0.0121,0.9109,0.0528,-101.3653,667.9264,-0.1884,0.1581,511.4503
153.7560,53.8436,59.9901,-2.3818,1.2861,0.0139,0.7842,0.0885,-97.1864,679.3258,-0.1888,0.1574,386.1895
153.8640,53.7571,59.8976,-2.3746,1.2840,0.0160,0.6580,0.0748,-96.8319,688.6968,-0.1889,0.1572,311.6049
153.9640,53.6716,59.8047,-2.3674,1.2817,0.0183,0.5322,0.0762,-94.3245,692.1191,-0.1892,0.1570,252.7147
154.0600,53.5868,59.7112,-2.3601,1.2794,0.0206,0.4067,0.0618,-88.4837,704.7138,-0.1892,0.1568,207.6210
154.1960,53.5029,59.6172,-2.3528,1.2772,0.0228,0.2818,0.0887,-86.6543,713.1657,-0.1892,0.1568,164.9221
154.2720,53.4197,59.5225,-2.3455,1.2751,0.0249,0.1583,0.0783,-91.3294,723.6303,-0.1893,0.1566,148.1229
154.3640,53.3372,59.4270,-2.3380,1.2734,0.0266,0.0491,0.0645,-92.4336,727.5962,-0.1890,0.1568,151.3903
154.4600,53.2553,59.3307,-2.3305,1.2720,0.0280,0.1076,0.0770,-84.1866,731.4246,-0.1889,0.1569,161.4530
154.5600,53.1739,59.2336,-2.3229,1.2710,0.0290,0.2297,0.0750,-82.9008,726.6061,-0.1886,0.1571,187.5768
154.6600,53.0930,59.1355,-2.3153,1.2705,0.0295,0.3554,0.0750,-86.4033,723.9794,-0.1884,0.1574,235.6932
154.7640,53.0126,59.0364,-2.3076,1.2704,0.0296,0.4821,0.0847,-92.1088,722.2575,-0.1884,0.1576,296.6773
154.8600,52.9327,58.9365,-2.2999,1.2708,0.0292,0.6095,0.0800,-100.9730,718.1933,-0.1883,0.1579,372.3883
154.9600,52.8534,58.8355,-2.2922,1.2715,0.0285,0.7375,0.0882,-106.7061,713.7215,-0.1880,0.1582,463.6082
155.0640,52.7747,58.7338,-2.2846,1.2725,0.0275,0.8658,0.0695,-109.6172,705.4255,-0.1876,0.1583,564.8651
155.2040,52.6966,58.6312,-2.2768,1.2737,0.0263,0.9943,0.0740,-106.2421,695.5929,-0.1876,0.1583,694.8149
155.2560,52.6193,58.5280,-2.2692,1.2749,0.0251,1.1230,0.0815,-115.3922,691.0587,-0.1875,0.1585,822.9784
155.3640,52.5428,58.4241,-2.2615,1.2761,0.0239,1.2517,0.0725,-119.5576,675.5962,-0.1871,0.1589,988.9314
155.4600,52.4671,58.3197,-2.2540,1.2771,0.0229,1.3803,0.0808,-121.3833,665.4335,-0.1868,0.1590,1153.6753
155.5600,52.3924,58.2148,-2.2464,1.2779,0.0221,1.2966,0.0650,-117.7091,656.1477,-0.1872,0.1586,1076.0609
155.6640,52.3187,58.1096,-2.2389,1.2783,0.0217,1.1684,0.0635,-112.0076,659.4889,-0.1869,0.1586,806.6874
155.7520,52.2462,58.0042,-2.2315,1.2783,0.0217,1.0406,0.0837,-103.8603,664.9025,-0.1872,0.1582,640.2098
155.8520,52.1747,57.8986,-2.2242,1.2779,0.0221,0.9133,0.0897,-101.7963,671.2226,-0.1876,0.1579,499.9655
155.9560,52.1043,57.7928,-2.2168,1.2770,0.0230,0.7864,0.0792,-92.2082,680.9030,-0.1876,0.1578,402.6101
156.0520,52.0349,57.6867,-2.2095,1.2759,0.0241,0.6598,0.0543,-83.4563,681.2049,-0.1877,0.1573,317.4091
156.1880,51.9664,57.5803,-2.2022,1.2746,0.0254,0.5335,0.0670,-82.0218,687.7945,-0.1879,0.1568,252.3763
156.2480,51.8988,57.4735,-2.1949,1.2733,0.0267,0.4074,0.0655,-74.5972,693.6578,-0.1880,0.1566,197.3813
156.3520,51.8321,57.3662,-2.1875,1.2721,0.0279,0.2815,0.0807,-73.7406,700.1582,-0.1879,0.1565,162.4935
156.4560,51.7660,57.2583,-2.1801,1.2711,0.0289,0.1562,0.0578,-71.6916,701.6375,-0.1879,0.1563,142.2391
156.5480,51.7007,57.1498,-2.1727,1.2704,0.0296,0.0379,0.0797,-74.2406,704.2307,-0.1879,0.1561,145.4631
156.6560,51.6360,57.0405,-2.1653,1.2699,0.0301,0.1030,0.0800,-73.6501,704.6321,-0.1879,0.1559,157.0272
156.7520,51.5720,56.9305,-2.1577,1.2699,0.0301,0.2283,0.0720,-74.6082,706.6458,-0.1877,0.1561,185.0263
156.8480,51.5085,56.8197,-2.1502,1.2702,0.0298,0.3553,0.0675,-71.7097,709.0138,-0.1875,0.1562,240.4415
156.9520,51.4457,56.7082,-2.1426,1.2708,0.0292,0.4829,0.0685,-76.6550,707.1152,-0.1873,0.1565,287.0739
157.0560,51.3835,56.5959,-2.1350,1.2718,0.0282,0.6110,0.0598,-83.1692,702.7181,-0.1873,0.1565,370.1918
157.1840,51.3219,56.4828,-2.1273,1.2731,0.0269,0.7396,0.0798,-81.9984,696.6956,-0.1871,0.1567,466.9392
157.2600,51.2610,56.3691,-2.1196,1.2746,0.0254,0.8684,0.0673,-88.5643,689.6055,-0.1869,0.1569,576.2426
157.3520,51.2008,56.2546,-2.1120,1.2763,0.0237,0.9975,0.0818,-92.2581,678.9477,-0.1868,0.1570,698.7462
157.4600,51.1413,56.1396,-2.1043,1.2780,0.0220,1.1268,0.0583,-94.9576,668.5197,-0.1867,0.1572,842.6650
157.5560,51.0826,56.0242,-2.0967,1.2797,0.0203,1.2561,0.0663,-96.6763,658.1620,-0.1865,0.1576,1000.1391
157.6600,51.0248,55.9083,-2.0890,1.2812,0.0188,1.3854,0.0730,-95.6624,642.5541,-0.1864,0.1579,1163.0830
157.7560,50.9680,55.7922,-2.0816,1.2824,0.0176,1.2886,0.0730,-92.8536,642.0139,-0.1868,0.1572,989.9536
157.8560,50.9121,55.6759,-2.0741,1.2833,0.0167,1.1598,0.0715,-93.3341,642.6054,-0.1872,0.1563,756.6271
157.9560,50.8571,55.5596,-2.0668,1.2837,0.0163,1.0313,0.0650,-88.1857,648.1118,-0.1878,0.1557,637.7639
158.0520,50.8032,55.4433,-2.0593,1.2837,0.0163,0.9032,0.0685,-85.7956,658.7830,-0.1879,0.1554,491.6925
158.1840,50.7503,55.3269,-2.0521,1.2833,0.0167,0.7755,0.0550,-83.0109,666.1679,-0.1878,0.1550,391.5099
158.2480,50.6984,55.2105,-2.0447,1.2827,0.0173,0.6481,0.0663,-88.6918,672.4243,-0.1881,0.1546,301.7731
158.3560,50.6474,55.0939,-2.0373,1.2818,0.0182,0.5210,0.0752,-82.1060,689.6901,-0.1880,0.1544,234.3211
158.4560,50.5972,54.9771,-2.0298,1.2808,0.0192,0.3940,0.0698,-77.0259,696.5838,-0.1882,0.1542,191.4558
158.5560,50.5480,54.8600,-2.0223,1.2798,0.0202,0.2672,0.0745,-76.1731,699.2335,-0.1882,0.1543,161.4448
158.6600,50.4996,54.7425,-2.0147,1.2790,0.0210,0.1406,0.0660,-65.3060,706.7605,-0.1881,0.1544,145.4534
158.7560,50.4520,54.6245,-2.0070,1.2783,0.0217,0.0200,0.0732,-67.8664,709.4902,-0.1880,0.1545,147.2509
158.8560,50.4051,54.5058,-1.9992,1.2781,0.0219,0.1161,0.0852,-72.0670,714.9227,-0.1881,0.1548,162.9762
158.9560,50.3590,54.3865,-1.9915,1.2781,0.0219,0.2434,0.0760,-75.4899,713.9317,-0.1879,0.1552,192.3082
159.0600,50.3135,54.2665,-1.9836,1.2786,0.0214,0.3715,0.1005,-76.0579,708.1886,-0.1879,0.1552,237.7422
159.1880,50.3135,54.2665,-1.9836,1.2786,0.0214,0.3715,0.1005,-71.7977,701.5134,-0.1879,0.1554,241.4423
159.2600,50.2688,54.1458,-1.9757,1.2794,0.0206,0.5001,0.0700,-77.4833,697.0703,-0.1876,0.1555,307.7283
159.3680,50.2248,54.0243,-1.9678,1.2806,0.0194,0.6291,0.0795,-80.1492,686.1655,-0.1874,0.1558,388.2408
159.4600,50.1815,53.9023,-1.9599,1.2820,0.0180,0.7585,0.0730,-87.7017,679.2585,-0.1871,0.1562,476.3622
159.5440,50.1391,53.7797,-1.9520,1.2836,0.0164,0.8882,0.0845,-90.3702,677.1908,-0.1869,0.1563,593.0466
159.6440,50.0974,53.6566,-1.9441,1.2853,0.0147,1.0180,0.0783,-97.2180,668.9373,-0.1868,0.1566,724.9594
159.7360,50.0566,53.5331,-1.9363,1.2870,0.0130,1.1479,0.0807,-99.4732,659.9241,-0.1867,0.1568,869.0443
159.8360,50.0152,53.4044,-1.9285,1.2885,0.0115,1.2829,0.0922,-102.7897,654.2943,-0.1866,0.1570,1036.3143
159.9440,49.9778,53.2855,-1.9208,1.2898,0.0102,1.3957,0.0782,-99.6814,652.7946,-0.1873,0.1563,1147.9910
160.0320,49.9399,53.1616,-1.9131,1.2907,0.0093,1.2663,0.0870,-102.1021,650.6247,-0.1875,0.1559,906.9132
160.1520,49.9029,53.0377,-1.9055,1.2912,0.0088,1.1373,0.0760,-98.8042,652.0436,-0.1876,0.1556,721.3109
160.2280,49.8670,52.9140,-1.8979,1.2912,0.0088,1.0087,0.0837,-93.2163,660.8237,-0.1876,0.1554,584.9327
160.3160,49.8322,52.7905,-1.8904,1.2908,0.0092,0.8805,0.0800,-89.3019,668.8450,-0.1874,0.1549,461.5470
160.4200,49.7984,52.6671,-1.8828,1.2900,0.0100,0.7528,0.0638,-83.4210,677.5062,-0.1872,0.1548,367.0728
160.5240,49.7657,52.5438,-1.8753,1.2888,0.0112,0.6254,0.0618,-78.6692,683.1619,-0.1873,0.1547,282.6328
160.6200,49.7340,52.4206,-1.8677,1.2874,0.0126,0.4984,0.0735,-72.8848,687.2723,-0.1874,0.1544,228.5524
160.7240,49.7032,52.2973,-1.8601,1.2860,0.0140,0.3717,0.0970,-71.2243,692.7766,-0.1873,0.1545,181.3954
160.8240,49.6734,52.1738,-1.8524,1.2845,0.0155,0.2451,0.0797,-75.5514,700.5359,-0.1871,0.1547,157.9859
160.9240,49.6445,52.0501,-1.8447,1.2832,0.0168,0.1195,0.0895,-71.3944,708.0248,-0.1870,0.1550,143.8375
161.0160,49.6164,51.9260,-1.8370,1.2822,0.0178,0.0266,0.0638,-77.7900,714.4312,-0.1867,0.1554,148.0015
161.1520,49.5893,51.8015,-1.8292,1.2814,0.0186,0.1397,0.0743,-77.0755,716.0580,-0.1866,0.1556,165.7580
161.2160,49.5630,51.6766,-1.8213,1.2809,0.0191,0.2662,0.0698,-73.8985,717.9167,-0.1864,0.1558,204.0959
161.3120,49.5376,51.5511,-1.8135,1.2807,0.0193,0.3938,0.0587,-80.0970,719.1425,-0.1863,0.1561,248.4722
161.4160,49.5131,51.4251,-1.8056,1.2810,0.0190,0.5218,0.0762,-80.2564,715.0432,-0.1861,0.1563,322.2529
161.5200,49.4895,51.2986,-1.7976,1.2815,0.0185,0.6503,0.0865,-80.2967,713.3820,-0.1859,0.1567,397.8786
161.6160,49.4668,51.1716,-1.7897,1.2823,0.0177,0.7792,0.0675,-89.6484,702.1837,-0.1858,0.1569,500.4240
161.7120,49.4450,51.0440,-1.7817,1.2834,0.0166,0.9083,0.0822,-94.1939,694.4553,-0.1856,0.1569,617.0818
161.8120,49.4242,50.9161,-1.7738,1.2847,0.0153,1.0378,0.0598,-97.5778,687.9633,-0.1853,0.1573,740.4355
161.9080,49.4043,50.7878,-1.7659,1.2861,0.0139,1.1674,0.0832,-101.4562,678.5977,-0.1848,0.1578,887.0958
162.0080,49.3853,50.6594,-1.7580,1.2874,0.0126,1.2970,0.0905,-94.6075,667.3704,-0.1846,0.1580,1059.2878
162.1440,49.3674,50.5308,-1.7502,1.2886,0.0114,1.3780,0.0823,-99.4340,674.3921,-0.1843,0.1577,905.2938
162.2120,49.3506,50.4023,-1.7425,1.2895,0.0105,1.2487,0.0788,-102.8237,665.6107,-0.1846,0.1575,775.4205
162.3080,49.3347,50.2739,-1.7348,1.2901,0.0099,1.1196,0.0710,-104.2541,671.0133,-0.1848,0.1574,635.4870
162.4040,49.3199,50.1457,-1.7271,1.2904,0.0096,0.9908,0.0628,-102.4702,671.2086,-0.1846,0.1573,536.4932
162.5120,49.3061,50.0178,-1.7195,1.2903,0.0097,0.8624,0.0865,-95.9237,666.4199,-0.1844,0.1575,450.7487
162.6120,49.2933,49.8900,-1.7119,1.2898,0.0102,0.7343,0.0850,-94.3044,669.6057,-0.1844,0.1575,387.6118
162.7040,49.2816,49.7626,-1.7044,1.2890,0.0110,0.6066,0.0710,-88.1779,679.3219,-0.1840,0.1578,348.9458
162.8040,49.2709,49.6354,-1.6968,1.2880,0.0120,0.4794,0.0750,-85.4684,678.5006,-0.1837,0.1581,314.8357
162.9080,49.2613,49.5083,-1.6892,1.2867,0.0133,0.3525,0.0860,-82.8169,681.5180,-0.1836,0.1585,305.5398
163.0160,49.2526,49.3814,-1.6818,1.2853,0.0147,0.2264,0.0807,-74.7066,686.9897,-0.1833,0.1590,308.3862
163.1440,49.2449,49.2546,-1.6743,1.2839,0.0161,0.1027,0.0640,-75.1207,683.7862,-0.1831,0.1595,332.3187
163.2080,49.2383,49.1278,-1.6668,1.2826,0.0174,0.0452,0.0825,-80.9332,681.4403,-0.1828,0.1597,365.8799
163.3160,49.2325,49.0009,-1.6593,1.2813,0.0187,0.1605,0.0643,-75.4646,674.8983,-0.1826,0.1600,418.2505
163.4120,49.2278,48.8739,-1.6520,1.2802,0.0198,0.2858,0.0765,-77.0283,673.0771,-0.1826,0.1604,486.6802
163.5160,49.2239,48.7468,-1.6446,1.2792,0.0208,0.4123,0.0600,-71.8801,669.8199,-0.1824,0.1609,562.0504
163.6160,49.2211,48.6196,-1.6373,1.2783,0.0217,0.5390,0.0727,-72.5717,662.4490,-0.1821,0.1613,657.5178
163.7120,49.2191,48.4923,-1.6300,1.2776,0.0224,0.6659,0.0710,-75.6080,649.6170,-0.1819,0.1616,767.9395
163.8040,49.2181,48.3651,-1.6228,1.2769,0.0231,0.7929,0.0782,-77.9124,638.7896,-0.1817,0.1620,889.9636
163.8960,49.2181,48.2378,-1.6157,1.2762,0.0238,0.9199,0.0795,-81.2592,625.7728,-0.1815,0.1624,1025.2179
164.0040,49.2189,48.1106,-1.6087,1.2756,0.0244,1.0468,0.0670,-84.5330,613.4417,-0.1812,0.1625,1186.6859
164.1400,49.2207,47.9836,-1.6018,1.2748,0.0252,1.1736,0.0700,-83.0826,607.9223,-0.1808,0.1629,1358.6249
164.1960,49.2233,47.8570,-1.5950,1.2737,0.0263,1.3000,0.0595,-85.3629,598.4275,-0.1803,0.1634,1543.7534
164.2960,49.2269,47.7308,-1.5883,1.2723,0.0277,1.3793,0.0642,-88.4945,590.0190,-0.1799,0.1638,1575.9452
164.3920,49.2313,47.6051,-1.5817,1.2706,0.0294,1.2538,0.0785,-84.5464,578.6697,-0.1796,0.1642,1579.0341
164.4880,49.2366,47.4800,-1.5751,1.2684,0.0316,1.1289,0.0635,-82.3378,568.8515,-0.1793,0.1644,1605.0455
164.5840,49.2427,47.3556,-1.5688,1.2657,0.0343,1.0046,0.0705,-75.8214,559.7887,-0.1790,0.1645,1647.4293
164.6840,49.2497,47.2319,-1.5626,1.2625,0.0375,0.8810,0.0580,-78.8152,553.3366,-0.1789,0.1647,1699.4873
164.7840,49.2574,47.1091,-1.5564,1.2589,0.0411,0.7583,0.0612,-74.5382,547.3457,-0.1789,0.1646,1768.3452
164.8800,49.2660,46.9870,-1.5504,1.2547,0.0453,0.6363,0.0603,-72.1266,541.8373,-0.1788,0.1647,1848.5453
164.9840,49.2753,46.8658,-1.5445,1.2501,0.0499,0.5152,0.0570,-70.5028,532.1052,-0.1787,0.1649,1938.6509
165.1120,49.2854,46.7454,-1.5387,1.2451,0.0549,0.3950,0.0530,-70.8375,526.8581,-0.1783,0.1650,2048.5833
165.1760,49.2962,46.6258,-1.5330,1.2397,0.0603,0.2760,0.0420,-70.7372,517.9905,-0.1781,0.1652,2167.7314
165.2800,49.3076,46.5071,-1.5273,1.2339,0.0661,0.1593,0.0422,-70.4380,510.2291,-0.1780,0.1654,2299.8950
165.3720,49.3198,46.3892,-1.5218,1.2278,0.0722,0.0545,0.0617,-72.3193,501.3766,-0.1778,0.1654,2444.4443
165.4760,49.3327,46.2722,-1.5164,1.2213,0.0787,0.0920,0.0385,-65.6293,492.6683,-0.1776,0.1655,2598.6055
165.5720,49.3461,46.1561,-1.5110,1.2146,0.0854,0.2032,0.0547,-57.7993,483.5669,-0.1772,0.1657,2763.4148
165.6800,49.3603,46.0408,-1.5058,1.2075,0.0925,0.1161,0.0498,-52.5000,488.7641,-0.1742,0.1688,35611.7109
165.7760,49.3750,45.9265,-1.5007,1.2002,0.0998,0.2314,0.0565,-43.5629,467.1106,-0.1702,0.1724,35548.0391
165.8760,49.3903,45.8131,-1.4957,1.1926,0.1074,0.3458,0.0467,-29.7418,435.9828,-0.1667,0.1731,35293.8281
165.9680,49.4062,45.7004,-1.4908,1.1849,0.1151,0.4596,0.0567,-17.4136,399.7999,-0.1627,0.1755,34777.7305
166.1040,49.4226,45.5886,-1.4862,1.1770,0.1230,0.5726,0.0492,2.1172,360.2228,-0.1582,0.1803,34836.7109
166.1680,49.4395,45.4776,-1.4819,1.1690,0.1310,0.6848,0.0425,29.8092,317.0657,-0.1615,0.1777,34768.9492
166.2720,49.4567,45.3676,-1.4779,1.1607,0.1393,0.7961,0.0340,18.6419,273.3438,-0.1599,0.1784,34779.4062
166.3640,49.4743,45.2587,-1.4742,1.1521,0.1479,0.9064,0.0363,58.0623,234.8589,-0.1581,0.1777,34904.8047
166.4680,49.4919,45.1510,-1.4709,1.1429,0.1571,1.0155,0.0230,87.1655,193.4498,-0.1563,0.1789,34876.5781
166.5640,49.5097,45.0447,-1.4680,1.1332,0.1668,1.1233,0.0235,108.8199,152.1946,-0.1525,0.1799,34939.3945
166.6600,49.5275,44.9399,-1.4655,1.1228,0.1772,1.2296,0.0307,144.6198,109.8237,-0.1491,0.1803,35304.9727
166.7680,49.5449,44.8366,-1.4635,1.1116,0.1884,1.3343,0.0190,150.2450,66.1173,-0.1461,0.1799,35445.7031
166.8600,49.5622,44.7350,-1.4619,1.0997,0.2003,1.4374,0.0175,176.0999,23.7269,-0.1430,0.1823,35675.7227
166.9600,49.5791,44.6350,-1.4609,1.0871,0.2129,1.5388,0.0060,194.6532,-19.9995,-0.1395,0.1825,35798.9688
167.0880,49.5953,44.5367,-1.4604,1.0737,0.2263,1.6384,0.0105,229.4625,-62.4753,-0.1362,0.1804,36114.5078
167.1640,49.6110,44.4404,-1.4604,1.0593,0.2407,1.7360,-0.0040,264.1662,-102.0251,-0.1328,0.1791,36314.4219
167.2680,49.6261,44.3460,-1.4610,1.0441,0.2559,1.8316,-0.0077,293.6745,-143.1805,-0.1294,0.1795,36560.9609
167.3680,49.6403,44.2535,-1.4623,1.0280,0.2720,1.9251,-0.0193,318.5754,-180.0642,-0.1258,0.1779,36749.0352
167.4640,49.6535,44.1630,-1.4643,1.0111,0.2889,2.0166,-0.0168,334.1215,-214.8074,-0.1224,0.1762,36945.1484
167.5600,49.6658,44.0744,-1.4670,0.9936,0.3064,2.1061,-0.0267,354.1140,-249.8052,-0.1191,0.1746,37144.0273
167.6600,49.6770,43.9877,-1.4705,0.9754,0.3246,2.1935,-0.0348,352.8210,-250.0000,-0.1157,0.1732,37351.1562
167.7560,49.6871,43.9030,-1.4748,0.9565,0.3435,2.2787,-0.0373,375.6235,-250.0000,-0.1120,0.1719,37482.4453
167.8640,49.6959,43.8202,-1.4799,0.9371,0.3629,2.3619,-0.0552,394.5151,-250.0000,-0.1086,0.1708,37611.2578
167.9600,49.7036,43.7393,-1.4857,0.9172,0.3828,2.4431,-0.0735,417.6074,-250.0000,-0.1057,0.1700,37658.0820
168.1000,49.7102,43.6601,-1.4922,0.8971,0.4029,2.5138,-0.0568,429.6989,-250.0000,-0.1029,0.1697,39853.1484
168.1680,49.7156,43.5824,-1.4995,0.8771,0.4229,2.5832,-0.0852,455.6110,-250.0000,-0.1003,0.1686,39669.2656
168.2600,49.7200,43.5060,-1.5075,0.8573,0.4427,2.6514,-0.0847,464.9455,-250.0000,-0.0974,0.1686,39623.5391
168.3600,49.7233,43.4306,-1.5163,0.8381,0.4619,2.7187,-0.0870,490.1108,-250.0000,-0.0948,0.1678,39568.7266
168.4560,49.7257,43.3560,-1.5257,0.8196,0.4804,2.7852,-0.1060,490.1805,-250.0000,-0.0918,0.1671,39485.8789
168.5560,49.7271,43.2820,-1.5359,0.8020,0.4980,2.8511,-0.1143,503.6117,-250.0000,-0.0892,0.1666,39424.4297
168.6600,49.7275,43.2084,-1.5468,0.7856,0.5144,2.9167,-0.1162,518.3066,-250.0000,-0.0871,0.1661,39419.0820
168.7640,49.7271,43.1350,-1.5583,0.7704,0.5296,2.9820,-0.1080,526.3795,-250.0000,-0.0852,0.1656,39458.7461
168.8640,49.7258,43.0617,-1.5705,0.7564,0.5436,3.0473,-0.1268,529.4987,-250.0000,-0.0829,0.1656,39373.8125
168.9640,49.7237,42.9883,-1.5833,0.7438,0.5562,3.1125,-0.1302,543.2916,-250.0000,-0.0806,0.1652,39396.1094
169.0960,49.7207,42.9148,-1.5967,0.7325,0.5675,3.1780,-0.1547,549.3100,-250.0000,-0.0789,0.1647,39326.9531
169.1520,49.7169,42.8411,-1.6106,0.7227,0.5773,3.2436,-0.1590,564.6086,-250.0000,-0.0777,0.1642,39368.2617
169.2360,49.7169,42.8411,-1.6106,0.7227,0.5773,3.2436,-0.1590,571.8432,-250.0000,-0.0761,0.1638,39372.0039
169.3280,49.7123,42.7671,-1.6251,0.7141,0.5859,3.3095,-0.1440,576.2645,-250.0000,-0.0749,0.1635,39482.0547
169.4320,49.7071,42.6950,-1.6401,0.7079,0.5921,3.3738,-0.1642,563.1180,-250.0000,-0.0738,0.1619,39444.3047
169.5360,49.7007,42.6175,-1.6557,0.7014,0.5986,3.4429,-0.1600,547.8201,-250.0000,-0.0734,0.1606,39570.1406
169.6320,49.6937,42.5423,-1.6717,0.6967,0.6033,3.5101,-0.1595,557.4754,-250.0000,-0.0725,0.1600,39693.9492
169.7280,49.6859,42.4666,-1.6880,0.6932,0.6068,3.5778,-0.1553,569.5544,-250.0000,-0.0717,0.1593,39853.5273
169.8280,49.6776,42.3926,-1.7046,0.6917,0.6083,3.6440,-0.1593,575.7902,-250.0000,-0.0719,0.1586,39986.3047
169.9320,49.6678,42.3135,-1.7216,0.6897,0.6103,3.7148,-0.1707,594.4195,-250.0000,-0.0720,0.1580,40088.4727
170.0600,49.6576,42.2368,-1.7388,0.6889,0.6111,3.7836,-0.1842,570.3205,-250.0000,-0.0729,0.1569,40141.8125
170.1200,49.6466,42.1597,-1.7564,0.6889,0.6111,3.8528,-0.1895,583.3263,-250.0000,-0.0729,0.1560,40350.1562
170.2160,49.6348,42.0821,-1.7742,0.6898,0.6102,3.9226,-0.1730,593.6749,-250.0000,-0.0733,0.1550,40509.8086
170.3120,49.6221,42.0042,-1.7922,0.6914,0.6086,3.9927,-0.1850,587.7760,-250.0000,-0.0737,0.1542,40675.3086
170.4200,49.6086,41.9258,-1.8104,0.6937,0.6063,4.0633,-0.1930,588.8573,-250.0000,-0.0744,0.1530,40800.3555
170.5200,49.5941,41.8472,-1.8287,0.6965,0.6035,4.1342,-0.1822,603.6525,-250.0000,-0.0741,0.1527,41022.0391
170.6160,49.5787,41.7683,-1.8472,0.6999,0.6001,4.2055,-0.1805,580.5161,-250.0000,-0.0740,0.1520,41251.4336
170.7160,49.5624,41.6890,-1.8658,0.7038,0.5962,4.2772,-0.1860,594.0940,-250.0000,-0.0756,0.1503,41440.3047
170.8000,49.5452,41.6095,-1.8845,0.7081,0.5919,4.3491,-0.1857,574.2331,-250.0000,-0.0764,0.1491,41610.9375
170.9000,49.5270,41.5298,-1.9033,0.7126,0.5874,4.4214,-0.1820,570.0491,-250.0000,-0.0768,0.1482,41879.0234
171.0360,49.5078,41.4500,-1.9221,0.7175,0.5825,4.4938,-0.1860,585.3332,-250.0000,-0.0775,0.1477,42044.6406
171.1080,49.4877,41.3702,-1.9409,0.7225,0.5775,4.5629,-0.2077,595.5727,-250.0000,-0.0777,0.1471,42288.8516
171.2040,49.4666,41.2904,-1.9596,0.7276,0.5724,4.6253,-0.1820,616.9785,-250.0000,-0.0795,0.1460,42509.2500
171.3080,49.4446,41.2106,-1.9784,0.7326,0.5674,4.6878,-0.1775,624.1037,-250.0000,-0.0816,0.1450,42675.5352
171.4120,49.4216,41.1309,-1.9973,0.7378,0.5622,4.7504,-0.2015,624.0287,-250.0000,-0.0835,0.1440,42742.1445
171.5000,49.3975,41.0513,-2.0163,0.7430,0.5570,4.8133,-0.2107,645.0949,-250.0000,-0.0854,0.1428,42870.8320
171.6000,49.3722,40.9715,-2.0354,0.7485,0.5515,4.8763,-0.1977,666.5082,-250.0000,-0.0864,0.1424,43041.9180
171.7040,49.3457,40.8917,-2.0546,0.7542,0.5458,4.9396,-0.1972,663.8375,-250.0000,-0.0891,0.1408,43163.5430
171.8040,49.3179,40.8118,-2.0738,0.7602,0.5398,5.0030,-0.2010,669.3067,-250.0000,-0.0909,0.1394,43328.5156
171.9120,49.2888,40.7317,-2.0932,0.7665,0.5335,5.0667,-0.2000,689.0526,-250.0000,-0.0933,0.1387,43445.3828
172.0280,49.2581,40.6515,-2.1127,0.7731,0.5269,5.1308,-0.1920,712.1351,-250.0000,-0.0939,0.1389,43609.2500
172.1000,49.2260,40.5710,-2.1321,0.7802,0.5198,5.1951,-0.1975,728.1445,-250.0000,-0.0963,0.1374,43741.6016
172.2000,49.1923,40.4904,-2.1517,0.7876,0.5124,5.2597,-0.2015,732.2652,-250.0000,-0.0979,0.1370,43852.1016
172.3000,49.1569,40.4096,-2.1714,0.7955,0.5045,5.3246,-0.2030,734.6085,-250.0000,-0.0991,0.1370,43966.0117
172.3960,49.1197,40.3284,-2.1912,0.8039,0.4961,5.3899,-0.2082,751.8407,-250.0000,-0.1010,0.1357,44103.8398
172.5000,49.0806,40.2470,-2.2110,0.8128,0.4872,5.4556,-0.2063,762.7726,-250.0000,-0.1018,0.1351,44217.5039
172.6000,49.0396,40.1653,-2.2309,0.8223,0.4777,5.5217,-0.2255,781.0665,-250.0000,-0.1040,0.1345,44297.0391
172.7000,48.9967,40.0834,-2.2509,0.8322,0.4678,5.5881,-0.2015,797.7495,-250.0000,-0.1062,0.1336,44488.0977
172.7920,48.9516,40.0013,-2.2709,0.8426,0.4574,5.6550,-0.2088,785.4784,-250.0000,-0.1068,0.1342,44586.9336
172.9000,48.9045,39.9189,-2.2909,0.8536,0.4464,5.7122,-0.2017,805.7978,-250.0000,-0.1098,0.1336,44287.6836
173.0320,48.8551,39.8364,-2.3111,0.8652,0.4348,5.7669,-0.1915,797.6760,-250.0000,-0.1128,0.1313,44383.5742
173.1000,48.8034,39.7537,-2.3311,0.8772,0.4228,5.8220,-0.2160,802.7758,-250.0000,-0.1147,0.1314,44290.9414
173.1960,48.7496,39.6709,-2.3512,0.8896,0.4104,5.8773,-0.2040,828.4000,-250.0000,-0.1154,0.1308,44304.2148
